Year,Ward code,Borough,Ward,Name,Party,Votes,Elected,Rank,Ballot position,Party position,Num candidates
2010,00BBGC,Newham,Boleyn,"Corbett, Jo",Lab,3221,True,2,1,1,6
2010,00BBGC,Newham,Boleyn,"Shillingford, Pearson J.",Lab,3107,True,3,5,3,6
2010,00BBGC,Newham,Boleyn,"Molla, Moshiur",Cons,1354,False,4,4,2,6
2010,00BBGC,Newham,Boleyn,"Hamid, Nazir",Cons,1177,False,5,2,1,6
2010,00BBGC,Newham,Boleyn,"Singh, Banti",Cons,844,False,6,6,3,6
2010,00BBGD,Newham,Canning Town North,"Collier, Marie S.",Lab,2696,True,1,1,1,6
2010,00BBGD,Newham,Canning Town North,"Furness, Clive W.",Lab,2440,True,2,2,2,6
2010,00BBGD,Newham,Canning Town North,"Schafer, Paul W.L.",Lab,2229,True,3,6,3,6
2010,00BBGD,Newham,Canning Town North,"Reeves, Nick",Cons,747,False,4,5,3,6
2010,00BBGD,Newham,Canning Town North,"Normile, Barbara",Cons,681,False,5,4,2,6
2010,00BBGD,Newham,Canning Town North,"Nabudde, Rachel",Cons,672,False,6,3,1,6
2010,00BBGE,Newham,Canning Town South,"Collier, Bryan",Lab,2263,True,1,3,1,6
2010,00BBGE,Newham,Canning Town South,"Taylor, Alan",Lab,2074,True,2,6,3,6
2010,00BBGE,Newham,Canning Town South,"Nicholas, Michael A.",Lab,2028,True,3,5,2,6
2010,00BBGE,Newham,Canning Town South,"Buckwell, Chris",Cons,858,False,4,2,2,6
2010,00BBGE,Newham,Canning Town South,"Knight, Gareth L.K.",Cons,794,False,5,4,3,6
2010,00BBGE,Newham,Canning Town South,"Abdullah, Abul K.M.",Cons,721,False,6,1,1,6
2010,00BBGF,Newham,Custom House,"Holland, Patricia M.",Lab,2375,True,1,3,1,7
2010,00BBGF,Newham,Custom House,"Mcauley, Conor M.",Lab,1936,True,2,4,2,7
2010,00BBGF,Newham,Custom House,"Pearson, Gavin",Lab,1867,True,3,6,3,7
2010,00BBGF,Newham,Custom House,"Mckenzie, Jamie R.",Cons,768,False,4,5,3,7
2010,00BBGF,Newham,Custom House,"Whichelow, Linda",Lib Dem,617,False,5,7,1,7
2010,00BBGF,Newham,Custom House,"Bijl, Emily J.",Cons,524,False,6,2,2,7
2010,00BBGF,Newham,Custom House,"Banik, Anup K.",Cons,510,False,7,1,1,7
2010,00BBGG,Newham,East Ham Central,"Corbett, Ian",Lab,3685,True,1,2,1,6
2010,00BBGG,Newham,East Ham Central,"Desai, Unmesh",Lab,3641,True,2,3,2,6
2010,00BBGG,Newham,East Ham Central,"Skyers, Mary",Lab,3562,True,3,6,3,6
2010,00BBGG,Newham,East Ham Central,"Ali, Anwar",Cons,1371,False,4,1,1,6
2010,00BBGG,Newham,East Ham Central,"Hussain, Chaudhry S.",Cons,1289,False,5,5,3,6
2010,00BBGG,Newham,East Ham Central,"Gopinath, Biju",Cons,1137,False,6,4,2,6
2010,00BBGH,Newham,East Ham North,"Nekiwala, Firoza A.",Lab,3825,True,1,6,2,9
2010,00BBGH,Newham,East Ham North,"Alexander, Jose",Lab,3605,True,2,1,1,9
2010,00BBGH,Newham,East Ham North,"Sathianesan, Paul D.",Lab,3453,True,3,7,3,9
2010,00BBGH,Newham,East Ham North,"Alim, Abdul",Lib Dem,970,False,4,2,1,9
2010,00BBGH,Newham,East Ham North,"Kannan, Duraimurugan",Cons,911,False,5,3,1,9
2010,00BBGH,Newham,East Ham North,"Karuppiah, Sakthivel",Lib Dem,778,False,6,4,2,9
2010,00BBGH,Newham,East Ham North,"Writer, Minhaj",Cons,733,False,7,9,3,9
2010,00BBGH,Newham,East Ham North,"Mahadevan, Vasantha",Cons,717,False,8,5,2,9
2010,00BBGH,Newham,East Ham North,"Watson, Trevor A.",Lib Dem,626,False,9,8,3,9
2010,00BBGJ,Newham,East Ham South,"Jenkins, Kevin J.",Lab,3827,True,1,3,1,5
2010,00BBGJ,Newham,East Ham South,"Peppiatt, Quintin",Lab,3446,True,2,4,2,5
2010,00BBGJ,Newham,East Ham South,"Shah, Lakmini",Lab,3358,True,3,5,3,5
2010,00BBGJ,Newham,East Ham South,"Grant, Alastair",Cons,1026,False,4,2,2,5
2010,00BBGJ,Newham,East Ham South,"Dike, Darlington C.",Cons,987,False,5,1,1,5
2010,00BBGK,Newham,Forest Gate North,"Brickell, Paul",Lab,3652,True,1,2,2,6
2010,00BBGK,Newham,Forest Gate North,"Robinson, Ellie",Lab,3631,True,2,6,3,6
2010,00BBGK,Newham,Forest Gate North,"Ahmad, Shama",Lab,3335,True,3,1,1,6
2010,00BBGK,Newham,Forest Gate North,"Maze, Brian I.",Cons,836,False,4,4,2,6
2010,00BBGK,Newham,Forest Gate North,"Meaby, Charles G.",Cons,730,False,5,5,3,6
2010,00BBGK,Newham,Forest Gate North,"Mahaka, Ulla",Cons,710,False,6,3,1,6
2010,00BBGL,Newham,Forest Gate South,"Cameron, Leanora",Lab,3598,True,1,1,1,6
2010,00BBGL,Newham,Forest Gate South,"Chaudhary, Akbar A.",Lab,3486,True,2,2,2,6
2010,00BBGL,Newham,Forest Gate South,"Vaughan, Winston T.",Lab,3311,True,3,6,3,6
2010,00BBGL,Newham,Forest Gate South,"Roberts, Barry W.",Cons,806,False,4,5,3,6
2010,00BBGL,Newham,Forest Gate South,"Gradosielska, Alexandra D.",Cons,708,False,5,3,1,6
2010,00BBGL,Newham,Forest Gate South,"Meaby, Khatija",Cons,697,False,6,4,2,6
2010,00BBGM,Newham,Green Street East,"Mahmood, Sharaf",Lab,3814,True,1,2,2,6
2010,00BBGM,Newham,Green Street East,"Rahman, Rohima",Lab,3753,True,2,6,3,6
2010,00BBGM,Newham,Green Street East,"Chadha, Nirmal",Lab,3625,True,3,1,1,6
2010,00BBGM,Newham,Green Street East,"Miah, Kabir",Cons,703,False,4,3,1,6
2010,00BBGM,Newham,Green Street East,"Minhas, Ghulam",Cons,591,False,5,4,2,6
2010,00BBGM,Newham,Green Street East,"Noor Choudhury, Mohammed A.",Cons,555,False,6,5,3,6
2010,00BBGN,Newham,Green Street West,"Patel, Mukesh",Lab,3181,True,1,4,1,6
2010,00BBGN,Newham,Green Street West,"Talati, Rustam H.",Lab,3172,True,2,5,2,6
2010,00BBGN,Newham,Green Street West,"Virdee, Harvinder S.",Lab,3004,True,3,6,3,6
2010,00BBGN,Newham,Green Street West,"Chowdhury, Emran H.",Cons,800,False,4,1,1,6
2010,00BBGN,Newham,Green Street West,"Khan, Ahmer",Cons,662,False,5,3,3,6
2010,00BBGN,Newham,Green Street West,"Gul, Ishfaq",Cons,553,False,6,2,2,6
2010,00BBGP,Newham,Little Ilford,"Baikie, Andrew R.E.",Lab,3120,True,1,1,1,7
2010,00BBGP,Newham,Little Ilford,"Kazi, Khalil",Lab,3028,True,2,3,2,7
2010,00BBGP,Newham,Little Ilford,"Nazeer, Farah",Lab,2949,True,3,5,3,7
2010,00BBGP,Newham,Little Ilford,"Rashid, Harun",Cons,805,False,4,7,3,7
2010,00BBGP,Newham,Little Ilford,"Rahman, Attic",Cons,695,False,5,6,2,7
2010,00BBGP,Newham,Little Ilford,"Malek-Neave, Paizah",Cons,568,False,6,4,1,7
2010,00BBGP,Newham,Little Ilford,"Dolyak, Christine M.",Lib Dem,366,False,7,2,1,7
2010,00BBGQ,Newham,Manor Park,"Patel, Salim",Lab,3624,True,1,3,1,6
2010,00BBGQ,Newham,Manor Park,"Scoresby, Kay D.",Lab,3426,True,2,4,2,6
2010,00BBGQ,Newham,Manor Park,"Singh, Amarjit",Lab,3296,True,3,5,3,6
2010,00BBGQ,Newham,Manor Park,"Ahmed, Mahbub",Cons,1261,False,4,1,1,6
2010,00BBGQ,Newham,Manor Park,"Choudhury, Shafi",Cons,1091,False,5,2,2,6
2010,00BBGQ,Newham,Manor Park,"Webb, Tricia",Cons,854,False,6,6,3,6
2010,00BBGR,Newham,Plaistow North,"Hussain, Forhad",Lab,2967,True,1,3,2,8
2010,00BBGR,Newham,Plaistow North,"Griffiths, Alan",Lab,2840,True,2,2,1,8
2010,00BBGR,Newham,Plaistow North,"Laguda, Joy H.",Lab,2607,True,3,4,3,8
2010,00BBGR,Newham,Plaistow North,"De-Chavez, Antonio",Lib Dem,639,False,4,1,1,8
2010,00BBGR,Newham,Plaistow North,"Shaikh, Monir J.",Lib Dem,634,False,5,6,2,8
2010,00BBGR,Newham,Plaistow North,"Smith, Leslie A.",Cons,527,False,6,7,2,8
2010,00BBGR,Newham,Plaistow North,"Postles, Barbara M.",Cons,491,False,7,5,1,8
2010,00BBGR,Newham,Plaistow North,"White, Stephen M.",Cons,489,False,8,8,3,8
2010,00BBGS,Newham,Plaistow South,"Thomas, Sheila M.",Lab,2967,True,1,5,2,6
2010,00BBGS,Newham,Plaistow South,"Wilson, Neil J.",Lab,2934,True,2,6,3,6
2010,00BBGS,Newham,Plaistow South,"Fiberesima, Ibiene C.",Lab,2894,True,3,1,1,6
2010,00BBGS,Newham,Plaistow South,"Sutton, Damian P.J.",Cons,975,False,4,3,2,6
2010,00BBGS,Newham,Plaistow South,"Sutton, Elaine V.M.",Cons,828,False,5,4,3,6
2010,00BBGS,Newham,Plaistow South,"Postles, Graham E.",Cons,808,False,6,2,1,6
2010,00BBGT,Newham,Royal Docks,"Brayshaw, Stephen E.",Lab,1815,True,1,1,1,6
2010,00BBGT,Newham,Royal Docks,"Murphy, Patrick J.A.",Lab,1693,True,2,4,3,6
2010,00BBGT,Newham,Royal Docks,"McAlmont, Anthony B.",Lab,1666,True,3,3,2,6
2010,00BBGT,Newham,Royal Docks,"Pearce, Neil W.R.",Cons,1242,False,4,5,2,6
2010,00BBGT,Newham,Royal Docks,"Etan-Adollo, Lionel",Cons,1080,False,5,2,1,6
2010,00BBGT,Newham,Royal Docks,"Wong, Cloey G.",Cons,1022,False,6,6,3,6
2010,00BBGU,Newham,Stratford And New Town,"Mclean, Charlene",Lab,3411,True,1,4,2,6
2010,00BBGU,Newham,Stratford And New Town,"Crawford, Richard J.",Lab,3381,True,2,1,1,6
2010,00BBGU,Newham,Stratford And New Town,"Paul, Terry",Lab,3239,True,3,5,3,6
2010,00BBGU,Newham,Stratford And New Town,"Fox, Peter",Cons,1052,False,4,2,1,6
2010,00BBGU,Newham,Stratford And New Town,"Hennessy, Armyn",Cons,918,False,5,3,2,6
2010,00BBGU,Newham,Stratford And New Town,"Roll-Pickering, Tim",Cons,788,False,6,6,3,6
2010,00BBGW,Newham,Wall End,"Gangadharan, Omanakutty",Lab,3560,True,1,3,1,8
2010,00BBGW,Newham,Wall End,"Hudson, Lester T.",Lab,3316,True,2,4,2,8
2010,00BBGW,Newham,Wall End,"Sparrowhawk, Edward H.",Lab,3263,True,3,8,3,8
2010,00BBGW,Newham,Wall End,"Rajkumar, Moses",Cons,1245,False,4,7,3,8
2010,00BBGW,Newham,Wall End,"Khan, Jawad R.",Lib Dem,983,False,5,5,1,8
2010,00BBGW,Newham,Wall End,"Benoy, Gopi",Cons,910,False,6,1,1,8
2010,00BBGW,Newham,Wall End,"Credgington, Andrew M.",Cons,820,False,7,2,2,8
2010,00BBGW,Newham,Wall End,"Pirapaharan, Arunasalam",Lib Dem,794,False,8,6,2,8
2010,00BBGX,Newham,West Ham,"Bourne, Freda A.",Lab,3290,True,1,1,1,6
2010,00BBGX,Newham,West Ham,"Manley, Ronald N. G.",Lab,3048,True,2,6,3,6
2010,00BBGX,Newham,West Ham,"Gray, John",Lab,2906,True,3,4,2,6
2010,00BBGX,Newham,West Ham,"Child, Josephine M.",Cons,866,False,4,2,1,6
2010,00BBGX,Newham,West Ham,"King, Roy J.",Cons,759,False,5,5,3,6
2010,00BBGX,Newham,West Ham,"Gradosielska, Danuta A.",Cons,615,False,6,3,2,6
2010,00BCFY,Redbridge,Aldborough,"Cole, Vanessa C.",Cons,2806,True,1,2,2,9
2010,00BCFY,Redbridge,Aldborough,"Clark, Ruth K.",Cons,2706,True,2,1,1,9
2010,00BCFY,Redbridge,Aldborough,"Figg, Mike",Lab,2663,True,3,5,2,9
2010,00BCFY,Redbridge,Aldborough,"Epstein, Mark",Lab,2602,False,4,4,1,9
2010,00BCFY,Redbridge,Aldborough,"Sladden, Loraine P.",Cons,2497,False,5,8,3,9
2010,00BCFY,Redbridge,Aldborough,"Thiara, Debbie",Lab,2432,False,6,9,3,9
2010,00BCFY,Redbridge,Aldborough,"Davies, Catherine M.",Lib Dem,979,False,7,3,1,9
2010,00BCFY,Redbridge,Aldborough,"Greaves, Christopher M.",Lib Dem,840,False,8,6,2,9
2010,00BCFY,Redbridge,Aldborough,"Mann, Susan M.",Lib Dem,786,False,9,7,3,9
2010,00BCFZ,Redbridge,Barkingside,"Kissin, Ashley S.",Cons,2861,True,1,4,1,9
2010,00BCFZ,Redbridge,Barkingside,"Prince, Keith A.",Cons,2808,True,2,6,2,9
2010,00BCFZ,Redbridge,Barkingside,"Solomon, Tania",Cons,2734,True,3,8,3,9
2010,00BCFZ,Redbridge,Barkingside,"Chaudhry, Kalman S.",Lab,2239,False,4,2,2,9
2010,00BCFZ,Redbridge,Barkingside,"Bhattacha Rjee, Sanjib",Lab,2130,False,5,1,1,9
2010,00BCFZ,Redbridge,Barkingside,"Kay, Matthew",Lab,2111,False,6,3,3,9
2010,00BCFZ,Redbridge,Barkingside,"Mathews, Varughese",Lib Dem,881,False,7,5,1,9
2010,00BCFZ,Redbridge,Barkingside,"Sinclair, Stephanie J.J.",Lib Dem,749,False,8,7,2,9
2010,00BCFZ,Redbridge,Barkingside,"Yeoman, Allan J.",Lib Dem,641,False,9,9,3,9
2010,00BCGA,Redbridge,Bridge,"Canal, Paul",Cons,2538,True,1,1,1,9
2010,00BCGA,Redbridge,Bridge,"Fairley-Churchill, John W.",Cons,2484,True,2,4,2,9
2010,00BCGA,Redbridge,Bridge,"Turbefield, Robin A.",Cons,2161,True,3,8,3,9
2010,00BCGA,Redbridge,Bridge,"Chick-mackay, Garry",Lab,1579,False,4,2,1,9
2010,00BCGA,Redbridge,Bridge,"Pearce, Davidjolm",Lab,1297,False,5,6,2,9
2010,00BCGA,Redbridge,Bridge,"Stone, Chris",Lab,1241,False,6,7,3,9
2010,00BCGA,Redbridge,Bridge,"Cornish, Janet M.",Lib Dem,1032,False,7,3,1,9
2010,00BCGA,Redbridge,Bridge,"Ilett, Patricia J.",Lib Dem,1015,False,8,5,2,9
2010,00BCGA,Redbridge,Bridge,"Yeoman, Angela E.",Lib Dem,1012,False,9,9,3,9
2010,00BCGB,Redbridge,Chadwell,"Gittens, Mark",Lab,1949,True,1,2,1,9
2010,00BCGB,Redbridge,Chadwell,"Walker, Andy",Lab,1804,True,2,9,3,9
2010,00BCGB,Redbridge,Chadwell,"Nijjar, Baldeshkam",Lab,1724,True,3,5,2,9
2010,00BCGB,Redbridge,Chadwell,"Tyne, John C.",Lib Dem,1638,False,4,7,2,9
2010,00BCGB,Redbridge,Chadwell,"Scott, Ralph J.",Lib Dem,1637,False,5,6,1,9
2010,00BCGB,Redbridge,Chadwell,"Heller, Ashley",Cons,1472,False,6,3,2,9
2010,00BCGB,Redbridge,Chadwell,"Uddin, Riaz",Lib Dem,1412,False,7,8,3,9
2010,00BCGB,Redbridge,Chadwell,"Lenaghan, Anthony",Cons,1327,False,8,4,3,9
2010,00BCGB,Redbridge,Chadwell,"Azeem, Ali",Cons,1323,False,9,1,1,9
2010,00BCGC,Redbridge,Church End,"Cleaver, Hugh R.",Lib Dem,2972,True,1,2,1,9
2010,00BCGC,Redbridge,Church End,"Hoskins, Richard H.",Lib Dem,2885,True,2,6,2,9
2010,00BCGC,Redbridge,Church End,"Sinclair, Nicola J.",Lib Dem,2771,True,3,9,3,9
2010,00BCGC,Redbridge,Church End,"Roche, Iseult",Cons,1700,False,4,8,3,9
2010,00BCGC,Redbridge,Church End,"Ebraillmkhan, Lilette",Cons,1605,False,5,4,1,9
2010,00BCGC,Redbridge,Church End,"Ebraillmkhan, Rashid",Cons,1522,False,6,5,2,9
2010,00BCGC,Redbridge,Church End,"Bradley, Peter A.",Lab,974,False,7,1,1,9
2010,00BCGC,Redbridge,Church End,"Daintry, Paul M.",Lab,873,False,8,3,2,9
2010,00BCGC,Redbridge,Church End,"Lee, David J.",Lab,853,False,9,7,3,9
2010,00BCGD,Redbridge,Clayhall,"Bhamra, Gurdial",Lab,2811,True,1,2,1,9
2010,00BCGD,Redbridge,Clayhall,"Cole, Robert A.",Cons,2774,True,2,3,2,9
2010,00BCGD,Redbridge,Clayhall,"Weinberg, Alan E.",Cons,2769,True,3,9,3,9
2010,00BCGD,Redbridge,Clayhall,"Barden, Ronnie",Cons,2662,False,4,1,1,9
2010,00BCGD,Redbridge,Clayhall,"Gowrikaran, Mark",Lab,2651,False,5,5,2,9
2010,00BCGD,Redbridge,Clayhall,"Hilton, Lesley R.",Lab,2547,False,6,6,3,9
2010,00BCGD,Redbridge,Clayhall,"Singh, Harjinder",Lib Dem,993,False,7,8,3,9
2010,00BCGD,Redbridge,Clayhall,"Gable, Sonia K.E.",Lib Dem,954,False,8,4,1,9
2010,00BCGD,Redbridge,Clayhall,"Peterson, Anne J.",Lib Dem,792,False,9,7,2,9
2010,00BCGE,Redbridge,Clementswood,"Javed, Muhammed",Lab,2457,True,1,5,3,9
2010,00BCGE,Redbridge,Clementswood,"Coomb, Helen M.",Lab,2442,True,2,3,1,9
2010,00BCGE,Redbridge,Clementswood,"Hussain, Zulfi",Lab,2390,True,3,4,2,9
2010,00BCGE,Redbridge,Clementswood,"Butt, Zahid",Lib Dem,1631,False,4,2,1,9
2010,00BCGE,Redbridge,Clementswood,"Mustafa, Irian",Lib Dem,1419,False,5,6,2,9
2010,00BCGE,Redbridge,Clementswood,"Purewal, Jagdev S.",Lib Dem,1394,False,6,7,3,9
2010,00BCGE,Redbridge,Clementswood,"Ali, Ghazanfar",Cons,1268,False,7,1,1,9
2010,00BCGE,Redbridge,Clementswood,"Thaneswaran, Thane",Cons,962,False,8,8,2,9
2010,00BCGE,Redbridge,Clementswood,"Wahld, Imran A.",Cons,850,False,9,9,3,9
2010,00BCGF,Redbridge,Cranbrook,"Chaudhary, Mahboob",Cons,2393,True,1,2,1,9
2010,00BCGF,Redbridge,Cranbrook,"Ahmed, Mushtaq",Lab,2303,True,2,1,1,9
2010,00BCGF,Redbridge,Cranbrook,"Kumar, Ashok",Cons,2191,True,3,6,2,9
2010,00BCGF,Redbridge,Cranbrook,"Turner, Ken",Lab,2018,False,4,9,3,9
2010,00BCGF,Redbridge,Cranbrook,"Monro, Gary I.",Cons,1960,False,5,7,3,9
2010,00BCGF,Redbridge,Cranbrook,"Pahl, Surinder",Lab,1956,False,6,8,2,9
2010,00BCGF,Redbridge,Cranbrook,"Iqbal, Sabar",Lib Dem,1049,False,7,4,2,9
2010,00BCGF,Redbridge,Cranbrook,"Hortop, Mark A.",Lib Dem,945,False,8,3,1,9
2010,00BCGF,Redbridge,Cranbrook,"Jhetam, Shamim",Lib Dem,667,False,9,5,3,9
2010,00BCGG,Redbridge,Fairlop,"Lambert, Brian R.",Cons,2915,True,1,5,1,9
2010,00BCGG,Redbridge,Fairlop,"Ryan, Joyce",Cons,2778,True,2,7,3,9
2010,00BCGG,Redbridge,Fairlop,"Phillips, Alex",Cons,2566,True,3,6,2,9
2010,00BCGG,Redbridge,Fairlop,"Hoy, Peter",Lab,1688,False,4,3,2,9
2010,00BCGG,Redbridge,Fairlop,"Guerin, Owen P.",Lab,1674,False,5,1,1,9
2010,00BCGG,Redbridge,Fairlop,"Yerli, Baris",Lab,1390,False,6,9,3,9
2010,00BCGG,Redbridge,Fairlop,"Hamlyn, Susan D.",Lib Dem,805,False,7,2,1,9
2010,00BCGG,Redbridge,Fairlop,"Hutchines, Leslie P.",Lib Dem,796,False,8,4,2,9
2010,00BCGG,Redbridge,Fairlop,"Winborne, Pamela A.",Lib Dem,657,False,9,8,3,9
2010,00BCGH,Redbridge,Fullwell,"Candy, Ann E.",Cons,3012,True,1,2,1,9
2010,00BCGH,Redbridge,Fullwell,"Moth, Harold W.",Cons,2875,True,2,7,3,9
2010,00BCGH,Redbridge,Fullwell,"Hayes, Nick",Cons,2769,True,3,3,2,9
2010,00BCGH,Redbridge,Fullwell,"Hinds, Alex",Lab,1765,False,4,4,1,9
2010,00BCGH,Redbridge,Fullwell,"Pearce, Liz",Lab,1699,False,5,8,2,9
2010,00BCGH,Redbridge,Fullwell,"Rodney, Alan",Lab,1536,False,6,9,3,9
2010,00BCGH,Redbridge,Fullwell,"Black, Dominic J.D.",Lib Dem,980,False,7,1,1,9
2010,00BCGH,Redbridge,Fullwell,"House, Gary A.",Lib Dem,808,False,8,5,2,9
2010,00BCGH,Redbridge,Fullwell,"Mcbrayne, Alison E.",Lib Dem,787,False,9,6,3,9
2010,00BCGJ,Redbridge,Goodmayes,"Jones, Bert",Lab,2504,True,1,6,2,9
2010,00BCGJ,Redbridge,Goodmayes,"Hal, Ali",Lab,2452,True,2,5,1,9
2010,00BCGJ,Redbridge,Goodmayes,"White, Barbara",Lab,2285,True,3,9,3,9
2010,00BCGJ,Redbridge,Goodmayes,"Singh, Satnarn",Lib Dem,1485,False,4,8,3,9
2010,00BCGJ,Redbridge,Goodmayes,"Ashraf, Mosheraf M.",Cons,1324,False,5,1,1,9
2010,00BCGJ,Redbridge,Goodmayes,"Sharma, Savita",Cons,1320,False,6,7,3,9
2010,00BCGJ,Redbridge,Goodmayes,"Ejaz, Azfar",Lib Dem,1285,False,7,4,2,9
2010,00BCGJ,Redbridge,Goodmayes,"Boucher, Jesse",Lib Dem,1261,False,8,3,1,9
2010,00BCGJ,Redbridge,Goodmayes,"Borkowska, Alicja",Cons,1158,False,9,2,2,9
2010,00BCGK,Redbridge,Hainault,"Gray, Thomas",Cons,2006,True,1,2,1,9
2010,00BCGK,Redbridge,Hainault,"Griffin, Edward R.",Cons,1835,True,2,3,2,9
2010,00BCGK,Redbridge,Hainault,"Poole, David K.",Cons,1747,True,3,4,3,9
2010,00BCGK,Redbridge,Hainault,"Emmett, Roy",Lab,1684,False,4,1,1,9
2010,00BCGK,Redbridge,Hainault,"Santos, Mark A.",Lab,1533,False,5,5,2,9
2010,00BCGK,Redbridge,Hainault,"Sproit, Valerie",Lab,1444,False,6,7,3,9
2010,00BCGK,Redbridge,Hainault,"Swallow, James M.",Lib Dem,549,False,7,8,2,9
2010,00BCGK,Redbridge,Hainault,"Taylor, Valerie M.",Lib Dem,543,False,8,9,3,9
2010,00BCGK,Redbridge,Hainault,"Seeff, Deanna",Lib Dem,530,False,9,6,1,9
2010,00BCGL,Redbridge,Loxford,"Maravala, Faredoon K.",Lab,3403,True,1,5,1,9
2010,00BCGL,Redbridge,Loxford,"Rashld, Taifur",Lab,3057,True,2,7,2,9
2010,00BCGL,Redbridge,Loxford,"Tewari, Virendra K.",Lab,2829,True,3,9,3,9
2010,00BCGL,Redbridge,Loxford,"Khan, Hamid",Lib Dem,1396,False,4,3,1,9
2010,00BCGL,Redbridge,Loxford,"Malik, Adnan A.",Lib Dem,1217,False,5,4,2,9
2010,00BCGL,Redbridge,Loxford,"Noor, Faiz A.",Lib Dem,1128,False,6,6,3,9
2010,00BCGL,Redbridge,Loxford,"Johal, Tarlochan",Cons,904,False,7,2,2,9
2010,00BCGL,Redbridge,Loxford,"Hameed, Basharat H.",Cons,895,False,8,1,1,9
2010,00BCGL,Redbridge,Loxford,"Sian, Prerna",Cons,773,False,9,8,3,9
2010,00BCGM,Redbridge,Mayfield,"Athwal, Jas",Lab,3100,True,1,1,1,9
2010,00BCGM,Redbridge,Mayfield,"Parkash, Ayodhiya",Lab,2857,True,2,6,3,9
2010,00BCGM,Redbridge,Mayfield,"Flint, Kay",Lab,2850,True,3,5,2,9
2010,00BCGM,Redbridge,Mayfield,"Patel, Surendra",Cons,1771,False,4,7,2,9
2010,00BCGM,Redbridge,Mayfield,"Aylen, Dennis J.",Cons,1732,False,5,2,1,9
2010,00BCGM,Redbridge,Mayfield,"Phull, Renu",Cons,1555,False,6,8,3,9
2010,00BCGM,Redbridge,Mayfield,"Boulton, Robert K.",Lib Dem,900,False,7,3,1,9
2010,00BCGM,Redbridge,Mayfield,"Filtness, Leonard S.",Lib Dem,702,False,8,4,2,9
2010,00BCGM,Redbridge,Mayfield,"Redshaw, Hazel E.",Lib Dem,614,False,9,9,3,9
2010,00BCGN,Redbridge,Monkhams,"Huggett, Linda A.",Cons,3062,True,1,3,1,9
2010,00BCGN,Redbridge,Monkhams,"Stark, Michael J.",Cons,2972,True,2,7,3,9
2010,00BCGN,Redbridge,Monkhams,"O'Shea, James P.",Cons,2937,True,3,4,2,9
2010,00BCGN,Redbridge,Monkhams,"Crook, Anne M.",Lib Dem,1890,False,4,1,1,9
2010,00BCGN,Redbridge,Monkhams,"Seeff, Geoffrey M.",Lib Dem,1710,False,5,6,2,9
2010,00BCGN,Redbridge,Monkhams,"Warwick, Steven R.",Lib Dem,1572,False,6,8,3,9
2010,00BCGN,Redbridge,Monkhams,"Everett, Richard A.",Lab,835,False,7,2,1,9
2010,00BCGN,Redbridge,Monkhams,"Rayner, Angela M.",Lab,662,False,8,5,2,9
2010,00BCGN,Redbridge,Monkhams,"White, Frank",Lab,532,False,9,9,3,9
2010,00BCGP,Redbridge,Newbury,"Jeyaranjan, Thavathuray",Lab,3305,True,1,4,1,9
2010,00BCGP,Redbridge,Newbury,"Sharma, Dev R.",Lab,3262,True,2,9,3,9
2010,00BCGP,Redbridge,Newbury,"Norman, Elaine",Lab,3246,True,3,6,2,9
2010,00BCGP,Redbridge,Newbury,"Fineberg, David M.",Cons,2248,False,4,2,1,9
2010,00BCGP,Redbridge,Newbury,"Hamid, Abdus S.",Cons,2132,False,5,3,2,9
2010,00BCGP,Redbridge,Newbury,"Rehman, Habib",Cons,1990,False,6,7,3,9
2010,00BCGP,Redbridge,Newbury,"Dattani, Narendra",Lib Dem,1128,False,7,1,1,9
2010,00BCGP,Redbridge,Newbury,"Mann, Colin R.",Lib Dem,1097,False,8,5,2,9
2010,00BCGP,Redbridge,Newbury,"Robbani, Gulam",Lib Dem,985,False,9,8,3,9
2010,00BCGQ,Redbridge,Roding,"Banks, Felicity A.",Lib Dem,2260,True,1,2,1,9
2010,00BCGQ,Redbridge,Roding,"Bond, Ian G.",Lib Dem,2110,True,2,3,2,9
2010,00BCGQ,Redbridge,Roding,"Deakins, Gwyneth E.",Lib Dem,2025,True,3,4,3,9
2010,00BCGQ,Redbridge,Roding,"Loffhagen, Anthony J.",Cons,1852,False,4,5,1,9
2010,00BCGQ,Redbridge,Roding,"Marks, Melvyn W.",Cons,1811,False,5,6,2,9
2010,00BCGQ,Redbridge,Roding,"Morgan, Lisa V.A.",Cons,1713,False,6,7,3,9
2010,00BCGQ,Redbridge,Roding,"Ahmed, Imtiaz",Lab,1234,False,7,1,1,9
2010,00BCGQ,Redbridge,Roding,"Streeting, Wes",Lab,1145,False,8,9,3,9
2010,00BCGQ,Redbridge,Roding,"Naqvi, Neelum",Lab,1107,False,9,8,2,9
2010,00BCGR,Redbridge,Seven Kings,"Bellwood, Harold S.",Lab,3081,True,1,2,1,9
2010,00BCGR,Redbridge,Seven Kings,"Littlewood, Robert C.",Lab,2940,True,2,5,2,9
2010,00BCGR,Redbridge,Seven Kings,"Saund, Balvinder",Lab,2901,True,3,7,3,9
2010,00BCGR,Redbridge,Seven Kings,"Singh, Sarup",Cons,1558,False,4,8,3,9
2010,00BCGR,Redbridge,Seven Kings,"Flrmstone, Richard D.",Cons,1552,False,5,4,1,9
2010,00BCGR,Redbridge,Seven Kings,"Quddos, Zubi",Cons,1438,False,6,6,2,9
